CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
8327606,1,7,2,F,5,0,0,M,G,0,IMPERIAL,EL CENTRO,2017
8327763,2,1,2,F,57,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8327803,1,1,4,M,36,4,1,P,A,0,IMPERIAL,EL CENTRO,2017
8329875,1,1,2,M,45,3,3,M,G,3,IMPERIAL,BRAWLEY,2017
8329875,1,2,1,-,50,3,1,M,G,3,IMPERIAL,BRAWLEY,2017
8329875,2,1,1,M,56,3,1,M,G,3,IMPERIAL,BRAWLEY,2017
8329879,2,1,1,M,51,4,1,L,G,3,IMPERIAL,BRAWLEY,2017
8331976,1,1,1,M,45,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8334484,1,1,1,M,75,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8335150,1,1,1,M,39,3,1,M,G,0,IMPERIAL,EL CENTRO,2017
8336042,1,1,2,F,17,0,4,M,G,0,IMPERIAL,EL CENTRO,2017
8336042,2,1,2,F,53,4,4,M,G,0,IMPERIAL,EL CENTRO,2017
8336042,2,2,2,F,17,0,1,M,G,0,IMPERIAL,EL CENTRO,2017
8336046,2,1,1,F,59,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8336046,2,2,2,F,72,4,2,M,G,0,IMPERIAL,EL CENTRO,2017
8336046,3,1,1,F,35,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8336046,4,1,1,F,23,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8336046,5,1,2,M,10,0,2,M,G,0,IMPERIAL,EL CENTRO,2017
8338055,1,1,3,M,12,3,9,-,-,3,IMPERIAL,EL CENTRO,2017
8338800,1,1,2,M,5,3,3,L,Q,0,IMPERIAL,BRAWLEY,2017
8339139,2,1,2,-,50,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8354488,2,1,1,F,62,4,1,L,G,0,IMPERIAL,BRAWLEY,2017
8356935,2,1,4,M,42,4,0,N,V,3,IMPERIAL,EL CENTRO,2017
8356939,2,1,3,M,15,3,9,-,-,3,IMPERIAL,EL CENTRO,2017
8356943,2,1,2,F,998,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8356943,2,2,1,F,29,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8356947,1,1,1,M,39,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8357030,1,1,1,F,22,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8357034,1,1,4,M,46,4,9,-,-,3,IMPERIAL,EL CENTRO,2017
8357038,1,1,3,M,5,3,9,-,-,3,IMPERIAL,EL CENTRO,2017
8358172,1,1,1,M,28,2,1,M,H,1,IMPERIAL,BRAWLEY,2017
8359557,1,1,1,F,51,3,1,L,G,0,IMPERIAL,EL CENTRO,2017
8359557,2,1,1,M,58,3,1,L,G,0,IMPERIAL,EL CENTRO,2017
8359557,3,1,2,M,23,0,3,M,G,0,IMPERIAL,EL CENTRO,2017
8361506,2,1,4,M,17,4,0,P,V,0,IMPERIAL,EL CENTRO,2017
8361514,1,1,2,M,12,3,3,M,G,0,IMPERIAL,EL CENTRO,2017
8361514,1,2,2,F,7,3,2,M,G,0,IMPERIAL,EL CENTRO,2017
8361514,1,3,1,M,38,3,1,M,G,0,IMPERIAL,EL CENTRO,2017
8361518,3,1,2,M,2,0,6,M,Q,0,IMPERIAL,EL CENTRO,2017
8361518,3,2,2,F,56,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8362396,1,1,1,M,36,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8362396,1,2,2,F,13,0,6,M,G,0,IMPERIAL,EL CENTRO,2017
8362396,1,3,2,M,16,0,3,M,G,0,IMPERIAL,EL CENTRO,2017
8362396,2,1,1,F,55,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8370013,2,1,1,F,60,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8371335,1,1,3,M,16,4,9,-,-,3,IMPERIAL,HOLTVILLE,2017
8379468,1,1,2,F,34,4,3,L,G,0,IMPERIAL,EL CENTRO,2017
8379468,2,1,2,F,25,4,3,L,G,0,IMPERIAL,EL CENTRO,2017
8384870,1,1,1,M,37,3,1,L,G,0,IMPERIAL,EL CENTRO,2017
8386020,1,1,1,M,36,4,1,L,B,0,IMPERIAL,EL CENTRO,2017
8386024,1,1,3,M,38,4,9,-,-,3,IMPERIAL,EL CENTRO,2017
8386081,2,1,2,F,14,4,3,L,G,0,IMPERIAL,EL CENTRO,2017
8386081,2,2,1,F,45,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8386085,1,1,1,M,29,4,1,L,B,0,IMPERIAL,EL CENTRO,2017
8386089,2,1,1,F,45,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8386093,1,1,4,M,24,3,9,-,-,3,IMPERIAL,EL CENTRO,2017
8387490,1,1,1,M,33,4,1,P,A,0,IMPERIAL,EL CENTRO,2017
8387490,1,2,2,F,30,3,2,P,A,0,IMPERIAL,EL CENTRO,2017
8391238,1,1,1,F,25,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8391253,1,1,2,M,7,0,6,L,Q,0,IMPERIAL,EL CENTRO,2017
8391253,1,2,2,M,4,0,4,L,Q,0,IMPERIAL,EL CENTRO,2017
8391253,2,1,2,F,55,4,2,M,G,0,IMPERIAL,EL CENTRO,2017
8391265,2,1,3,M,16,2,9,-,-,3,IMPERIAL,EL CENTRO,2017
8391470,2,1,1,F,45,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8391490,2,1,4,M,56,4,0,P,V,0,IMPERIAL,EL CENTRO,2017
8391498,2,1,1,F,68,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8391502,2,1,3,F,32,4,9,-,-,3,IMPERIAL,EL CENTRO,2017
8391506,2,1,1,M,68,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8391510,1,1,2,F,47,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8391510,2,1,2,M,10,4,6,M,G,0,IMPERIAL,EL CENTRO,2017
8391514,2,1,1,M,42,4,1,P,W,3,IMPERIAL,EL CENTRO,2017
8391518,1,1,2,F,90,0,3,M,G,0,IMPERIAL,EL CENTRO,2017
8391518,2,1,1,M,27,4,1,P,W,1,IMPERIAL,EL CENTRO,2017
8393532,1,1,1,F,56,4,1,L,B,0,IMPERIAL,EL CENTRO,2017
8393532,2,1,1,M,28,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8404617,1,1,1,M,26,1,1,L,G,0,IMPERIAL,EL CENTRO,2017
8404640,1,1,2,-,55,3,9,-,-,3,IMPERIAL,CALEXICO,2017
8404640,1,2,2,-,23,0,9,-,-,3,IMPERIAL,CALEXICO,2017
8404640,2,1,3,-,45,1,9,-,-,3,IMPERIAL,CALEXICO,2017
8404715,1,1,2,M,19,0,3,M,G,0,IMPERIAL,EL CENTRO,2017
8404715,1,2,2,M,69,0,4,M,G,0,IMPERIAL,EL CENTRO,2017
8404715,2,1,3,F,68,1,9,-,-,3,IMPERIAL,EL CENTRO,2017
8404949,1,1,1,M,66,1,1,L,G,1,IMPERIAL,BRAWLEY,2018
8404949,2,1,1,F,36,4,1,M,G,0,IMPERIAL,BRAWLEY,2018
8404949,3,1,1,F,57,4,1,M,G,0,IMPERIAL,BRAWLEY,2018
8408702,1,1,1,M,71,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8408702,2,1,2,M,33,0,2,M,G,0,IMPERIAL,EL CENTRO,2017
8408702,2,2,2,F,1,0,5,M,Q,0,IMPERIAL,EL CENTRO,2017
8408702,2,3,2,F,13,0,6,M,G,0,IMPERIAL,EL CENTRO,2017
8416855,1,1,1,F,28,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8416859,1,1,2,M,14,0,2,M,G,0,IMPERIAL,EL CENTRO,2017
8416859,2,1,1,M,23,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8422747,2,1,1,F,63,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8422747,2,2,2,F,62,0,3,M,G,0,IMPERIAL,EL CENTRO,2017
8438242,1,1,2,F,19,2,3,L,B,0,IMPERIAL,BRAWLEY,2017
8438242,1,2,2,F,25,3,2,L,B,0,IMPERIAL,BRAWLEY,2017
8438242,1,3,1,M,23,2,1,-,-,0,IMPERIAL,BRAWLEY,2017
8445932,2,1,2,F,55,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8446013,2,1,1,M,25,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8446013,2,2,2,M,22,0,2,M,G,0,IMPERIAL,EL CENTRO,2017
8446013,2,3,2,F,26,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8446013,2,4,2,F,22,0,4,M,G,0,IMPERIAL,EL CENTRO,2017
8446013,2,5,2,F,3,0,5,M,G,0,IMPERIAL,EL CENTRO,2017
8446025,1,1,2,F,78,0,3,M,G,0,IMPERIAL,EL CENTRO,2017
8446025,2,1,2,F,59,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8449219,1,1,1,M,80,4,1,L,G,0,IMPERIAL,BRAWLEY,2017
8449219,2,1,1,F,22,3,1,L,G,0,IMPERIAL,BRAWLEY,2017
8449273,2,1,4,M,67,4,1,P,U,1,IMPERIAL,EL CENTRO,2017
8462596,1,1,1,M,65,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8462596,2,1,1,M,75,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8462596,2,2,2,F,43,4,4,L,G,0,IMPERIAL,EL CENTRO,2017
8466750,1,1,3,F,56,2,9,-,-,3,IMPERIAL,BRAWLEY,2017
8469534,2,1,1,M,35,3,1,P,W,1,IMPERIAL,EL CENTRO,2018
8470310,2,1,1,F,44,3,1,L,G,0,IMPERIAL,BRAWLEY,2017
8470390,2,1,1,M,60,4,1,L,G,0,IMPERIAL,BRAWLEY,2017
8470390,2,2,2,M,17,0,3,L,G,0,IMPERIAL,BRAWLEY,2017
8472985,1,1,2,M,10,4,4,L,G,0,IMPERIAL,BRAWLEY,2017
8473056,1,1,1,M,20,4,1,L,G,0,IMPERIAL,CALEXICO,2017
8473060,2,1,1,M,24,3,1,M,G,0,IMPERIAL,CALEXICO,2017
8473232,2,1,1,M,49,4,1,P,W,3,IMPERIAL,CALEXICO,2017
8473240,2,1,1,M,23,4,1,M,G,0,IMPERIAL,CALEXICO,2017
8473244,1,1,1,F,23,4,1,L,G,0,IMPERIAL,CALEXICO,2017
8474886,1,1,1,M,21,4,1,P,W,2,IMPERIAL,CALEXICO,2017
8474918,2,1,1,F,39,4,1,M,G,0,IMPERIAL,CALEXICO,2017
8475643,2,1,2,F,49,4,2,M,G,0,IMPERIAL,CALEXICO,2017
8478766,1,1,2,F,0,0,6,M,Q,0,IMPERIAL,EL CENTRO,2017
8478766,2,1,1,F,31,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8481928,1,1,1,F,22,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8481928,2,1,2,M,0,0,2,M,Q,0,IMPERIAL,EL CENTRO,2017
8481928,3,1,2,F,68,0,2,M,G,0,IMPERIAL,EL CENTRO,2017
8481995,1,1,1,M,32,2,1,P,W,1,IMPERIAL,EL CENTRO,2017
8482043,2,1,4,M,14,4,9,-,-,3,IMPERIAL,CALEXICO,2017
8482213,2,1,1,M,64,4,1,M,G,0,IMPERIAL,CALEXICO,2017
8486546,2,1,1,M,33,4,1,L,G,0,IMPERIAL,CALEXICO,2017
8486550,2,1,1,M,39,3,1,P,W,0,IMPERIAL,CALEXICO,2017
8486554,1,1,1,M,22,3,1,L,G,0,IMPERIAL,CALEXICO,2017
8486554,1,2,2,F,3,3,6,L,Q,0,IMPERIAL,CALEXICO,2017
8486558,1,1,3,M,55,2,9,-,-,3,IMPERIAL,CALEXICO,2017
8486558,2,1,2,M,6,0,9,-,-,3,IMPERIAL,CALEXICO,2017
8489733,2,1,1,F,40,4,1,M,G,0,IMPERIAL,CALEXICO,2017
8489741,1,1,2,M,27,4,3,M,G,0,IMPERIAL,CALEXICO,2017
8492136,1,1,2,F,72,4,3,L,G,0,IMPERIAL,CALEXICO,2017
8492136,1,2,1,F,42,4,1,L,C,0,IMPERIAL,CALEXICO,2017
8492140,1,1,1,M,30,4,1,L,G,0,IMPERIAL,CALEXICO,2017
8492140,2,1,1,M,19,4,1,L,G,0,IMPERIAL,CALEXICO,2017
8492159,2,1,1,M,22,4,1,L,G,0,IMPERIAL,CALEXICO,2017
8492159,2,2,2,F,22,4,2,L,G,0,IMPERIAL,CALEXICO,2017
8494929,1,1,2,F,12,0,4,M,G,3,IMPERIAL,BRAWLEY,2017
8494929,1,2,2,M,998,0,3,M,G,3,IMPERIAL,BRAWLEY,2017
8494929,1,3,2,F,998,0,6,M,G,3,IMPERIAL,BRAWLEY,2017
8494929,2,1,1,F,34,3,1,M,G,0,IMPERIAL,BRAWLEY,2017
8496169,2,1,2,F,11,4,3,L,G,0,IMPERIAL,EL CENTRO,2017
8496169,3,1,2,F,13,4,3,P,G,0,IMPERIAL,EL CENTRO,2017
8496169,3,2,2,M,10,4,5,P,G,0,IMPERIAL,EL CENTRO,2017
8496261,2,1,2,F,67,4,3,M,G,0,IMPERIAL,EL CENTRO,2017
8499091,1,1,2,M,5,0,4,L,G,0,IMPERIAL,BRAWLEY,2017
8499091,1,2,2,M,4,0,6,L,G,0,IMPERIAL,BRAWLEY,2017
8499091,2,1,2,M,11,4,3,L,G,0,IMPERIAL,BRAWLEY,2017
8499091,2,2,2,M,9,0,6,L,G,0,IMPERIAL,BRAWLEY,2017
8499958,1,1,1,M,30,4,1,G,-,0,IMPERIAL,EL CENTRO,2017
8499962,2,1,1,F,36,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8499962,2,2,2,F,12,4,3,L,G,0,IMPERIAL,EL CENTRO,2017
8506510,1,1,1,M,50,2,1,L,G,0,IMPERIAL,EL CENTRO,2017
8506666,2,1,3,M,19,4,9,-,-,3,IMPERIAL,EL CENTRO,2017
8508130,1,1,2,F,20,0,3,M,G,0,IMPERIAL,BRAWLEY,2017
8508130,2,1,1,M,70,4,1,M,G,0,IMPERIAL,BRAWLEY,2017
8512678,2,1,2,M,83,4,2,M,G,0,IMPERIAL,EL CENTRO,2017
8512682,2,1,1,M,60,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8518411,1,1,3,F,47,4,9,-,-,3,IMPERIAL,EL CENTRO,2017
8518415,1,1,2,F,61,4,3,L,G,0,IMPERIAL,EL CENTRO,2017
8518415,2,1,1,F,36,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8518419,2,1,2,F,55,4,3,L,G,0,IMPERIAL,EL CENTRO,2017
8518484,2,1,1,F,34,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8518484,2,2,2,F,10,0,3,M,G,0,IMPERIAL,EL CENTRO,2017
8538600,1,1,2,F,88,4,3,L,G,0,IMPERIAL,EL CENTRO,2017
8538600,2,1,1,F,50,4,1,L,G,0,IMPERIAL,EL CENTRO,2017
8538600,3,1,1,F,62,4,1,M,G,0,IMPERIAL,EL CENTRO,2017
8542281,1,1,1,M,51,4,1,M,B,0,IMPERIAL,EL CENTRO,2018
8542285,1,1,2,-,2,0,5,M,Q,0,IMPERIAL,EL CENTRO,2018
8542285,2,1,3,F,55,3,9,-,-,3,IMPERIAL,EL CENTRO,2018
8542289,1,1,1,M,18,3,1,M,G,0,IMPERIAL,EL CENTRO,2018
8542565,2,1,1,M,27,4,1,-,-,0,IMPERIAL,EL CENTRO,2017
8543597,1,1,1,F,42,2,1,L,G,0,IMPERIAL,BRAWLEY,2018
8543597,2,1,1,M,40,4,1,L,G,0,IMPERIAL,BRAWLEY,2018
8543597,2,2,2,F,36,4,3,L,G,0,IMPERIAL,BRAWLEY,2018
8543597,2,3,2,M,9,3,6,L,G,0,IMPERIAL,BRAWLEY,2018
8544880,2,1,3,M,10,4,9,-,-,3,IMPERIAL,EL CENTRO,2017
8553963,1,1,4,-,30,4,9,-,-,3,IMPERIAL,EL CENTRO,2017
8554071,1,1,2,M,13,4,3,M,G,0,IMPERIAL,BRAWLEY,2018
8554071,1,2,2,F,7,0,4,P,G,0,IMPERIAL,BRAWLEY,2018
8554071,1,3,2,M,10,0,6,P,G,0,IMPERIAL,BRAWLEY,2018
8554188,2,1,1,F,35,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8554188,2,2,2,F,41,4,3,M,G,0,IMPERIAL,EL CENTRO,2018
8554188,2,3,2,M,26,0,5,M,G,0,IMPERIAL,EL CENTRO,2018
8554200,1,1,2,M,22,4,2,M,G,0,IMPERIAL,EL CENTRO,2018
8554200,2,1,1,M,60,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8554200,3,1,2,F,46,0,2,M,G,0,IMPERIAL,EL CENTRO,2018
8554228,1,1,2,F,40,4,3,M,H,0,IMPERIAL,BRAWLEY,2018
8554228,2,1,2,F,6,3,4,M,G,0,IMPERIAL,BRAWLEY,2018
8554228,2,2,1,-,19,3,1,M,G,0,IMPERIAL,BRAWLEY,2018
8557174,1,1,2,M,14,4,3,M,G,0,IMPERIAL,EL CENTRO,2018
8557174,2,1,1,M,20,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8564333,1,1,4,M,15,3,1,P,V,0,IMPERIAL,EL CENTRO,2018
8564337,1,1,4,F,46,4,1,P,V,0,IMPERIAL,EL CENTRO,2018
8564341,2,1,4,F,49,3,9,-,-,3,IMPERIAL,EL CENTRO,2018
8564345,2,1,3,F,35,3,0,N,B,0,IMPERIAL,EL CENTRO,2018
8564349,1,1,1,F,51,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8564349,2,1,1,M,21,3,1,L,G,0,IMPERIAL,EL CENTRO,2018
8564593,2,1,1,M,78,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8564593,2,2,2,M,65,4,3,M,H,0,IMPERIAL,EL CENTRO,2018
8564597,1,1,1,F,39,3,1,L,G,0,IMPERIAL,EL CENTRO,2018
8564597,1,2,2,M,48,0,2,M,G,0,IMPERIAL,EL CENTRO,2018
8564601,2,1,3,M,59,3,9,P,-,0,IMPERIAL,EL CENTRO,2018
8564605,1,1,4,M,16,4,1,P,V,0,IMPERIAL,EL CENTRO,2018
8564609,1,1,2,M,18,4,2,L,G,0,IMPERIAL,EL CENTRO,2018
8564609,1,2,2,M,18,3,3,P,G,0,IMPERIAL,EL CENTRO,2018
8564609,1,3,2,M,19,4,4,P,H,0,IMPERIAL,EL CENTRO,2018
8564609,1,4,2,M,18,4,5,P,G,0,IMPERIAL,EL CENTRO,2018
8564666,2,1,3,M,83,3,9,-,-,3,IMPERIAL,EL CENTRO,2018
8570727,2,1,2,F,19,4,3,M,G,0,IMPERIAL,EL CENTRO,2018
8587140,1,1,1,F,29,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8588255,2,1,1,F,63,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8588255,2,2,2,M,14,0,2,M,G,0,IMPERIAL,EL CENTRO,2018
8588255,2,3,2,M,14,0,3,M,G,0,IMPERIAL,EL CENTRO,2018
8588327,2,1,1,M,39,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8588327,2,2,2,M,57,0,3,M,G,0,IMPERIAL,EL CENTRO,2018
8588327,3,1,1,F,54,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8588327,3,2,2,M,46,0,3,L,G,0,IMPERIAL,EL CENTRO,2018
8588359,1,1,2,F,19,4,4,M,G,0,IMPERIAL,EL CENTRO,2018
8588359,1,2,1,M,19,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8588388,2,1,1,M,42,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8588392,2,1,1,F,45,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8588392,2,2,2,M,26,4,6,M,G,0,IMPERIAL,EL CENTRO,2018
8588392,2,3,2,F,31,4,3,M,G,0,IMPERIAL,EL CENTRO,2018
8589126,2,1,2,M,56,4,2,P,G,0,IMPERIAL,EL CENTRO,2018
8589130,1,1,1,F,26,3,1,L,G,0,IMPERIAL,EL CENTRO,2018
8589134,2,1,1,F,40,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8589383,2,1,3,F,52,2,9,-,-,3,IMPERIAL,EL CENTRO,2018
8590752,1,1,1,F,23,4,1,P,G,0,IMPERIAL,EL CENTRO,2018
8590752,3,1,1,M,42,4,1,P,G,0,IMPERIAL,EL CENTRO,2018
8593310,1,1,2,M,16,0,3,M,G,0,IMPERIAL,BRAWLEY,2018
8593310,2,1,3,F,39,3,9,-,-,3,IMPERIAL,BRAWLEY,2018
8593326,1,1,2,F,61,0,3,M,C,0,IMPERIAL,EL CENTRO,2018
8593326,1,2,2,M,12,0,6,M,C,0,IMPERIAL,EL CENTRO,2018
8593326,2,1,1,F,18,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8597369,1,1,1,M,76,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8597469,1,1,1,M,55,2,1,M,G,0,IMPERIAL,EL CENTRO,2018
8597483,2,1,3,F,55,3,9,-,-,3,IMPERIAL,EL CENTRO,2018
8597495,2,1,1,F,66,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8597677,1,1,1,M,18,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8597677,2,1,1,F,21,3,1,L,G,0,IMPERIAL,EL CENTRO,2018
8606009,1,1,1,M,18,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8606009,1,2,2,M,17,3,3,L,G,0,IMPERIAL,EL CENTRO,2018
8606013,2,1,1,M,58,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8609805,1,1,2,F,49,4,9,-,-,3,IMPERIAL,BRAWLEY,2018
8613881,1,1,3,M,998,4,9,-,-,3,IMPERIAL,BRAWLEY,2018
8613893,3,1,1,M,19,3,1,L,G,3,IMPERIAL,BRAWLEY,2018
8614722,2,1,1,M,54,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8614793,1,1,1,M,16,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8615708,1,1,1,M,65,4,1,M,G,0,IMPERIAL,BRAWLEY,2018
8615708,1,2,2,F,64,0,3,M,G,0,IMPERIAL,BRAWLEY,2018
8615708,2,1,2,F,4,0,6,M,G,0,IMPERIAL,BRAWLEY,2018
8623682,1,1,1,M,17,4,1,M,H,0,IMPERIAL,WESTMORLAND,2018
8625852,2,1,1,F,60,3,1,L,G,0,IMPERIAL,EL CENTRO,2018
8625856,1,1,1,F,40,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8625860,1,1,1,M,69,4,1,P,G,0,IMPERIAL,EL CENTRO,2018
8625860,1,2,2,M,40,0,4,P,G,0,IMPERIAL,EL CENTRO,2018
8625860,1,3,2,M,62,0,3,P,G,0,IMPERIAL,EL CENTRO,2018
8625860,1,4,2,M,31,0,6,P,G,0,IMPERIAL,EL CENTRO,2018
8629643,1,1,1,F,54,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8629643,2,1,1,F,28,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8629643,3,1,1,F,26,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8631718,1,1,1,M,34,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8631718,2,1,2,F,77,4,3,M,G,0,IMPERIAL,EL CENTRO,2018
8631718,3,1,1,M,53,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8631722,1,1,1,M,32,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8631722,2,1,1,M,56,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8631726,1,1,2,F,23,4,2,M,G,0,IMPERIAL,EL CENTRO,2018
8631726,1,2,2,M,1,0,4,P,Q,0,IMPERIAL,EL CENTRO,2018
8631726,2,1,2,F,68,0,2,M,G,0,IMPERIAL,EL CENTRO,2018
8643400,1,1,1,M,52,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8646324,2,1,1,F,28,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8646379,2,1,1,M,23,4,1,M,G,3,IMPERIAL,EL CENTRO,2018
8646399,2,1,1,F,26,3,1,M,G,0,IMPERIAL,EL CENTRO,2018
8646543,1,1,1,M,25,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8648012,2,1,2,F,57,1,3,L,G,0,IMPERIAL,BRAWLEY,2018
8648012,2,2,1,M,57,1,1,L,G,0,IMPERIAL,BRAWLEY,2018
8648729,1,1,1,F,47,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8648729,3,1,1,F,43,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8648796,2,1,1,F,27,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8648796,2,2,2,F,14,0,3,M,G,0,IMPERIAL,EL CENTRO,2018
8648796,2,3,2,F,4,0,9,-,-,3,IMPERIAL,EL CENTRO,2018
8649733,1,1,1,M,33,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8649733,2,1,1,F,60,4,1,P,G,0,IMPERIAL,EL CENTRO,2018
8649733,2,2,2,M,18,4,3,P,G,0,IMPERIAL,EL CENTRO,2018
8649737,2,1,4,M,52,4,9,-,-,3,IMPERIAL,EL CENTRO,2018
8650633,1,1,2,F,6,3,6,M,Q,0,IMPERIAL,EL CENTRO,2018
8650633,1,2,2,M,1,0,5,M,Q,0,IMPERIAL,EL CENTRO,2018
8650633,2,1,1,F,32,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8656391,1,1,2,F,64,4,3,L,G,0,IMPERIAL,BRAWLEY,2018
8661688,1,1,1,F,70,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8661692,1,1,1,M,39,3,1,P,W,0,IMPERIAL,EL CENTRO,2018
8661986,2,1,1,F,32,4,1,M,E,0,IMPERIAL,EL CENTRO,2018
8661990,1,1,1,F,31,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8661990,1,2,2,M,5,0,6,P,Q,0,IMPERIAL,EL CENTRO,2018
8661990,2,1,1,-,38,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8661994,2,1,2,F,79,4,3,P,G,0,IMPERIAL,EL CENTRO,2018
8661998,2,1,3,F,76,3,0,P,-,0,IMPERIAL,EL CENTRO,2018
8663447,2,1,2,F,75,4,3,N,G,0,IMPERIAL,BRAWLEY,2018
8663447,2,2,2,F,10,3,5,N,G,0,IMPERIAL,BRAWLEY,2018
8663447,2,3,2,M,13,3,6,N,G,0,IMPERIAL,BRAWLEY,2018
8663447,2,4,1,M,68,4,1,-,-,0,IMPERIAL,BRAWLEY,2018
8663449,1,1,2,F,12,0,3,M,G,3,IMPERIAL,BRAWLEY,2018
8663449,2,1,3,F,15,3,9,-,-,3,IMPERIAL,BRAWLEY,2018
8668105,1,1,1,M,22,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8668125,1,1,1,F,74,4,1,L,G,0,IMPERIAL,EL CENTRO,2018
8668133,2,1,1,F,59,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8668137,1,1,1,M,17,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
8672764,1,1,1,F,30,3,1,L,H,0,IMPERIAL,BRAWLEY,2018
8672768,2,1,2,M,44,4,2,L,G,3,IMPERIAL,BRAWLEY,2018
8676256,2,1,1,F,32,4,1,M,G,0,IMPERIAL,EL CENTRO,2018
